,Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date,Ratio
499,540649,AVADHSUGAR,Avadh Sugar & Energy Ltd,27 Jun 2019,Bonus issue 1:1,30 Jun 2019,-,-,24 Jun 2019,27 Jun 2019,-,1:1
500,540614,GGENG,G G Engineering Ltd,27 Jun 2019,Bonus issue 2:3,29 Jun 2019,-,-,24 Jun 2019,27 Jun 2019,-,2:3
501,540650,MAGADSUGAR,Magadh Sugar & Energy Ltd,27 Jun 2019,Bonus issue 4:10,30 Jun 2019,-,-,24 Jun 2019,27 Jun 2019,-,4:10
502,540405,OCEANIC,Oceanic Foods Ltd,27 Jun 2019,Bonus issue 2:1,28 Jun 2019,-,-,21 Jun 2019,27 Jun 2019,-,2:1
503,512070,UPL,UPL Ltd,02 Jul 2019,Bonus issue 1:2,03 Jul 2019,-,-,26 Jun 2019,02 Jul 2019,-,1:2
504,532155,GAIL,Gail (India) Ltd,09 Jul 2019,Bonus issue 1:1,10 Jul 2019,-,-,03 Jul 2019,09 Jul 2019,-,1:1
505,531688,PRITHVIEXCH,Prithvi Exchange (India) Ltd,11 Jul 2019,Bonus issue 1:2,12 Jul 2019,-,-,05 Jul 2019,11 Jul 2019,-,1:2
506,530803,BHAGERIA,Bhageria Industries Ltd,17 Jul 2019,Bonus issue 1:1,18 Jul 2019,-,-,11 Jul 2019,17 Jul 2019,-,1:1
507,540652,CTCL,Captain Technocast Ltd,22 Jul 2019,Bonus issue 1:1,23 Jul 2019,-,-,16 Jul 2019,22 Jul 2019,-,1:1
508,540180,VBL,Varun Beverages Ltd,25 Jul 2019,Bonus issue 1:2,27 Jul 2019,-,-,22 Jul 2019,25 Jul 2019,-,1:2
509,541556,RITES,RITES Ltd,08 Aug 2019,Bonus issue 1:4,11 Aug 2019,-,-,05 Aug 2019,08 Aug 2019,-,1:4
510,501430,BOMBCYC,Bombay Cycle & Motor Agency Ltd,13 Aug 2019,Bonus issue 1:1,14 Aug 2019,-,-,06 Aug 2019,13 Aug 2019,-,1:1
511,530643,ECORECO,Eco Recycling Ltd,22 Aug 2019,Bonus issue 1:10,23 Aug 2019,-,-,16 Aug 2019,22 Aug 2019,-,1:10
512,532051,SWELECTES,Swelect Energy Systems Ltd-$,22 Aug 2019,Bonus issue 1:2,23 Aug 2019,-,-,16 Aug 2019,22 Aug 2019,-,1:2
513,532929,BRIGADE,Brigade Enterprises Ltd,28 Aug 2019,Bonus issue 1:2,29 Aug 2019,-,-,22 Aug 2019,28 Aug 2019,-,1:2
514,517522,RAJRATAN,Rajratan Global Wire Ltd,11 Sep 2019,Bonus issue 4:3,12 Sep 2019,-,-,04 Sep 2019,11 Sep 2019,-,4:3
515,532830,ASTRAL,Astral Ltd,16 Sep 2019,Bonus issue 1:4,17 Sep 2019,-,-,09 Sep 2019,16 Sep 2019,-,1:4
516,537092,MODEX,Modex International Securities Ltd,26 Sep 2019,Bonus issue 1:1,-,28 Sep 2019,30 Sep 2019,23 Sep 2019,26 Sep 2019,-,1:1
517,541701,SUPERSHAKT,Supershakti Metaliks Ltd,26 Sep 2019,Bonus issue 1:1,28 Sep 2019,-,-,23 Sep 2019,26 Sep 2019,-,1:1
518,524208,AARTIIND,Aarti Industries Ltd,27 Sep 2019,Bonus issue 1:1,30 Sep 2019,-,-,23 Sep 2019,27 Sep 2019,-,1:1
519,531412,RADIXIND,Radix Industries (India) Ltd,30 Sep 2019,Bonus issue 1:2,01 Oct 2019,-,-,24 Sep 2019,30 Sep 2019,-,1:2
520,540545,BGJL,Bhakti Gems and Jewellery Ltd,04 Oct 2019,-,07 Oct 2019,-,-,27 Sep 2019,04 Oct 2019,-,
521,542446,JONJUA,Jonjua Overseas Ltd,10 Oct 2019,Bonus issue 1:25,11 Oct 2019,-,-,03 Oct 2019,10 Oct 2019,-,1:25
522,540738,STL,Shreeji Translogistics Ltd,14 Oct 2019,Bonus issue 2:1,15 Oct 2019,-,-,07 Oct 2019,14 Oct 2019,-,2:1
523,590065,IMPAL,India Motor Parts & Accessories Ltd,25 Oct 2019,Bonus issue 1:2,29 Oct 2019,-,-,22 Oct 2019,27 Oct 2019,-,1:2
524,538446,MONEYBOXX,Moneyboxx Finance Ltd,21 Nov 2019,Bonus issue 1:10,23 Nov 2019,-,-,18 Nov 2019,21 Nov 2019,-,1:10
525,532281,HCLTECH,HCL Technologies Ltd,05 Dec 2019,Bonus issue 1:1,07 Dec 2019,-,-,02 Dec 2019,05 Dec 2019,-,1:1
526,542285,AXITA,Axita Cotton Ltd,26 Dec 2019,Bonus issue 1:1,27 Dec 2019,-,-,19 Dec 2019,26 Dec 2019,-,1:1
527,523319,BALMLAWRIE,Balmer Lawrie & Company Ltd,26 Dec 2019,Bonus issue 1:2,28 Dec 2019,-,-,20 Dec 2019,26 Dec 2019,-,1:2
528,540727,POOJA,Poojawestern Metaliks Ltd,02 Jan 2020,Bonus issue 1:1,04 Jan 2020,-,-,30 Dec 2019,02 Jan 2020,-,1:1
529,539026,SSPNFIN,SSPN Finance Ltd,16 Jan 2020,Bonus issue 1:1,17 Jan 2020,-,-,10 Jan 2020,16 Jan 2020,-,1:1
530,540078,MITSU,Mitsu Chem Plast Ltd,28 Jan 2020,Bonus issue 2:1,29 Jan 2020,-,-,22 Jan 2020,28 Jan 2020,-,2:1
531,540953,KENVI,Kenvi Jewels Ltd,29 Jan 2020,Bonus issue 11:10,30 Jan 2020,-,-,23 Jan 2020,29 Jan 2020,-,11:10
532,540519,MEERA,Meera Industries Ltd,06 Feb 2020,Bonus issue 7:5,08 Feb 2020,-,-,03 Feb 2020,06 Feb 2020,-,7:5
533,506414,FERMENTA,Fermenta Biotech Ltd,13 Feb 2020,Bonus issue 2:1,14 Feb 2020,-,-,07 Feb 2020,13 Feb 2020,-,2:1
534,539526,SCTL,Suncare Traders Ltd,06 Mar 2020,Bonus issue 2:1,09 Mar 2020,-,-,02 Mar 2020,06 Mar 2020,-,2:1
535,540366,RADIOCITY,Music Broadcast Ltd,12 Mar 2020,Bonus issue 1:4,13 Mar 2020,-,-,05 Mar 2020,12 Mar 2020,-,1:4
536,532652,KTKBANK,Karnataka Bank Ltd,17 Mar 2020,Bonus issue 1:10,18 Mar 2020,-,-,11 Mar 2020,17 Mar 2020,-,1:10
537,541444,PALMJEWELS,Palm Jewels Ltd,26 Mar 2020,Bonus issue 36:10,27 Mar 2020,-,-,19 Mar 2020,26 Mar 2020,-,36:10
538,539216,GARMNTMNTR,Garment Mantra Lifestyle Ltd,30 Mar 2020,Bonus issue 1:2,01 Apr 2020,-,-,24 Mar 2020,30 Mar 2020,-,1:2
539,540252,VSL,Veeram Securities Ltd,13 Apr 2020,Bonus issue 13:10,15 Apr 2020,-,-,03 Apr 2020,13 Apr 2020,-,13:10
540,540108,TIAANC,Tiaan Consumer Ltd,02 Jul 2020,Bonus issue 1:4,03 Jul 2020,-,-,26 Jun 2020,02 Jul 2020,-,1:4
541,541865,ASRL,Add-Shop ERetail Ltd,22 Jul 2020,Bonus issue 3:4,23 Jul 2020,-,-,16 Jul 2020,22 Jul 2020,-,3:4
542,542667,WORL,White Organic Retail Ltd,28 Jul 2020,Bonus issue 1:1,29 Jul 2020,-,-,22 Jul 2020,28 Jul 2020,-,1:1
543,542446,JONJUA,Jonjua Overseas Ltd,30 Jul 2020,Bonus issue 1:43,31 Jul 2020,-,-,24 Jul 2020,30 Jul 2020,-,1:43
544,539894,MADHAVIPL,Madhav Infra Projects Ltd,06 Aug 2020,Bonus issue 3:1,07 Aug 2020,-,-,31 Jul 2020,06 Aug 2020,-,3:1
545,540726,TTFL,Trident Texofab Ltd,11 Aug 2020,Bonus issue 14:10,12 Aug 2020,-,-,05 Aug 2020,11 Aug 2020,-,14:10
546,539354,POLYSPIN,Polyspin Exports Ltd,07 Sep 2020,Bonus issue 1:4,08 Sep 2020,-,-,02 Sep 2020,07 Sep 2020,-,1:4
547,540936,GGL,Gautam Gems Ltd,11 Sep 2020,Bonus issue 5:6,14 Sep 2020,-,-,07 Sep 2020,11 Sep 2020,-,5:6
548,506642,SADHNANIQ,Sadhana Nitro Chem Ltd,17 Sep 2020,Bonus issue 1:2,18 Sep 2020,-,-,15 Sep 2020,17 Sep 2020,-,1:2
549,506260,ANUHPHR,Anuh Pharma Ltd,18 Sep 2020,Bonus issue 1:1,21 Sep 2020,-,-,14 Sep 2020,18 Sep 2020,-,1:1
550,522074,ELGIEQUIP,Elgi Equipments Ltd,24 Sep 2020,Bonus issue 1:1,26 Sep 2020,-,-,23 Sep 2020,24 Sep 2020,-,1:1
551,543064,SUVENPHAR,Suven Pharmaceuticals Ltd,25 Sep 2020,Bonus issue 1:1,28 Sep 2020,-,-,21 Sep 2020,25 Sep 2020,-,1:1
552,524348,AARTIDRUGS,Aarti Drugs Ltd,30 Sep 2020,Bonus issue 3:1,01 Oct 2020,-,-,24 Sep 2020,30 Sep 2020,-,3:1
553,540737,SGRL,Shree Ganesh Remedies Ltd,06 Oct 2020,Bonus issue 3:26,07 Oct 2020,-,-,29 Sep 2020,06 Oct 2020,-,3:26
554,539788,KDML,Khemani Distributors & Marketing Ltd,07 Oct 2020,Bonus issue 1:1,08 Oct 2020,-,-,30 Sep 2020,07 Oct 2020,-,1:1
555,542034,SMGOLD,S. M. Gold Ltd,08 Oct 2020,Bonus issue 1:2,09 Oct 2020,-,-,01 Oct 2020,08 Oct 2020,-,1:2
556,542046,VIVIDM,Vivid Mercantile Ltd,08 Oct 2020,Bonus issue 26:10,09 Oct 2020,-,-,01 Oct 2020,08 Oct 2020,-,26:10
557,542019,SHUBHAM,Shubham Polyspin Ltd,09 Oct 2020,Bonus issue 1:1,12 Oct 2020,-,-,05 Oct 2020,09 Oct 2020,-,1:1
558,540259,SHANGAR,Shangar Decor Ltd,12 Oct 2020,Bonus issue 1:1,13 Oct 2020,-,-,06 Oct 2020,12 Oct 2020,-,1:1
559,539402,NAKSH,Naksh Precious Metals Ltd,15 Oct 2020,Bonus issue 3:5,17 Oct 2020,-,-,12 Oct 2020,15 Oct 2020,-,3:5
560,542753,SEACOAST,Seacoast Shipping Services Ltd,03 Nov 2020,Bonus issue 1:2,04 Nov 2020,-,-,27 Oct 2020,03 Nov 2020,-,1:2
561,539337,WAAREE,Waaree Technologies Ltd,03 Nov 2020,Bonus issue 2:5,04 Nov 2020,-,-,27 Oct 2020,03 Nov 2020,-,2:5
562,542232,SRD,Shankar Lal Rampal Dye-Chem Ltd,05 Nov 2020,Bonus issue 1:3,07 Nov 2020,-,-,02 Nov 2020,05 Nov 2020,-,1:3
563,540693,SHISHIND,Shish Industries Ltd,01 Dec 2020,Bonus issue 6:5,02 Dec 2020,-,-,24 Nov 2020,01 Dec 2020,-,6:5
564,531531,HATSUN,Hatsun Agro Product Ltd,09 Dec 2020,Bonus issue 1:3,10 Dec 2020,-,-,03 Dec 2020,09 Dec 2020,-,1:3
565,538598,VISHAL,Vishal Fabrics Ltd,16 Dec 2020,Bonus issue 1:2,17 Dec 2020,-,-,11 Dec 2020,16 Dec 2020,-,1:2
566,540145,VALIANTORG,Valiant Organics Ltd,24 Dec 2020,Bonus issue 1:1,28 Dec 2020,-,-,18 Dec 2020,24 Dec 2020,-,1:1
567,539883,PILANIINVS,Pilani Investment and Industries Corporation Ltd,31 Dec 2020,Bonus issue 2:5,02 Jan 2021,-,-,28 Dec 2020,31 Dec 2020,-,2:5
568,532942,KNRCON,KNR Constructions Ltd,03 Feb 2021,Bonus issue 1:1,04 Feb 2021,-,-,28 Jan 2021,03 Feb 2021,-,1:1
569,526433,ASMTEC,ASM Technologies Ltd,17 Feb 2021,Bonus issue 1:1,19 Feb 2021,-,-,12 Feb 2021,17 Feb 2021,-,1:1
570,541418,NGIL,Nakoda Group of Industries Ltd,25 Feb 2021,Bonus issue 5:8,26 Feb 2021,-,-,18 Feb 2021,25 Feb 2021,-,5:8
571,539515,QUINT,Quint Digital Ltd,02 Mar 2021,Bonus issue 1:1,03 Mar 2021,-,-,24 Feb 2021,02 Mar 2021,-,1:1
572,531869,SACHEMT,Sacheta Metals Ltd,08 Mar 2021,Bonus issue 1:10,09 Mar 2021,-,-,02 Mar 2021,08 Mar 2021,-,1:10
573,534755,TRIOMERC,Trio Mercantile & Trading Ltd,09 Mar 2021,Bonus issue 1:6,10 Mar 2021,-,-,03 Mar 2021,09 Mar 2021,-,1:6
574,540686,SMRUTHIORG,Smruthi Organics Ltd,16 Mar 2021,Bonus issue 2:1,17 Mar 2021,-,-,09 Mar 2021,16 Mar 2021,-,2:1
575,532830,ASTRAL,Astral Ltd,18 Mar 2021,Bonus issue 1:3,19 Mar 2021,-,-,12 Mar 2021,18 Mar 2021,-,1:3
576,539807,INFIBEAM,Infibeam Avenues Ltd,18 Mar 2021,Bonus issue 1:1,20 Mar 2021,-,-,15 Mar 2021,18 Mar 2021,-,1:1
577,540006,EASTWEST,East West Freight Carriers Ltd,30 Mar 2021,Bonus issue 1:4,31 Mar 2021,-,-,23 Mar 2021,26 Mar 2021,-,1:4
578,541445,WAA,Waa Solar Ltd,27 Apr 2021,Bonus issue 1:1,28 Apr 2021,-,-,20 Apr 2021,27 Apr 2021,-,1:1
579,540404,PRIMEFRESH,Prime Fresh Ltd,06 May 2021,Bonus issue 2:1,08 May 2021,-,-,03 May 2021,06 May 2021,-,2:1
580,541956,IRCON,IRCON International Ltd,20 May 2021,Bonus issue 1:1,21 May 2021,-,-,14 May 2021,20 May 2021,-,1:1
581,541634,RAWEDGE,Raw Edge Industrial Solutions Ltd,03 Jun 2021,Bonus issue 1:5,04 Jun 2021,-,-,28 May 2021,03 Jun 2021,-,1:5
582,520066,JAYBARMARU,Jay Bharat Maruti Ltd,07 Jun 2021,Bonus issue 1:1,08 Jun 2021,-,-,01 Jun 2021,07 Jun 2021,-,1:1
583,540180,VBL,Varun Beverages Ltd,10 Jun 2021,Bonus issue 1:2,12 Jun 2021,-,-,07 Jun 2021,10 Jun 2021,-,1:2
584,542459,KRANTI,Kranti Industries Ltd,15 Jun 2021,Bonus issue 1:5,16 Jun 2021,-,-,09 Jun 2021,15 Jun 2021,-,1:5
585,524208,AARTIIND,Aarti Industries Ltd,22 Jun 2021,Bonus issue 1:1,23 Jun 2021,-,-,16 Jun 2021,22 Jun 2021,-,1:1
586,538546,BRPL,Bansal Roofing Products Ltd,06 Jul 2021,Bonus issue 3:1,07 Jul 2021,-,-,30 Jun 2021,06 Jul 2021,-,3:1
587,542446,JONJUA,Jonjua Overseas Ltd,08 Jul 2021,Bonus issue 5:37,09 Jul 2021,-,-,02 Jul 2021,08 Jul 2021,-,5:37
588,540786,SHARIKA,Sharika Enterprises Ltd,08 Jul 2021,Bonus issue 1:1,10 Jul 2021,-,-,05 Jul 2021,08 Jul 2021,-,1:1
589,540642,SALASAR,Salasar Techno Engineering Ltd,13 Jul 2021,Bonus issue 1:1,14 Jul 2021,-,-,07 Jul 2021,13 Jul 2021,-,1:1
590,531449,GRMOVER,GRM Overseas Ltd,15 Jul 2021,Bonus issue 2:1,16 Jul 2021,-,-,12 Jul 2021,15 Jul 2021,-,2:1
591,506642,SADHNANIQ,Sadhana Nitro Chem Ltd,19 Jul 2021,Bonus issue 2:5,21 Jul 2021,-,-,14 Jul 2021,19 Jul 2021,-,2:5
592,540108,TIAANC,Tiaan Consumer Ltd,20 Jul 2021,Bonus issue 59:10,22 Jul 2021,-,-,14 Jul 2021,20 Jul 2021,-,59:10
593,590005,VEEDOL,Veedol Corporation Ltd,26 Jul 2021,Bonus issue 1:1,27 Jul 2021,-,-,-,26 Jul 2021,-,1:1
594,532898,POWERGRID,Power Grid Corporation of India Ltd,29 Jul 2021,Bonus issue 1:3,30 Jul 2021,-,-,23 Jul 2021,29 Jul 2021,-,1:3
595,532906,MAANALU,Maan Aluminium Ltd,02 Aug 2021,Bonus issue 1:1,03 Aug 2021,-,-,27 Jul 2021,02 Aug 2021,-,1:1
596,538902,DTIL,Dhunseri Tea & Industries Ltd,05 Aug 2021,Bonus issue 1:2,06 Aug 2021,-,-,30 Jul 2021,05 Aug 2021,-,1:2
597,542770,ALPHALOGIC,Alphalogic Techsys Ltd,09 Aug 2021,Bonus issue 27:10,10 Aug 2021,-,-,03 Aug 2021,09 Aug 2021,-,27:10
598,530067,CSLFINANCE,CSL Finance Ltd,09 Aug 2021,Bonus issue 2:1,10 Aug 2021,-,-,03 Aug 2021,09 Aug 2021,-,2:1
599,542724,MURAE,Murae Organisor Ltd,09 Aug 2021,Bonus issue 1:1,10 Aug 2021,-,-,03 Aug 2021,09 Aug 2021,-,1:1
600,541161,KBCGLOBAL,KBC Global Ltd,12 Aug 2021,Bonus issue 4:1,13 Aug 2021,-,-,06 Aug 2021,11 Aug 2021,-,4:1
601,542025,SUNRETAIL,Sun Retail Ltd,13 Aug 2021,Bonus issue 3:5,17 Aug 2021,-,-,10 Aug 2021,16 Aug 2021,-,3:5
602,542012,A1L,A-1 Ltd,17 Aug 2021,Bonus issue 3:20,19 Aug 2021,-,-,11 Aug 2021,17 Aug 2021,-,3:20
603,532368,BCG,Brightcom Group Ltd,18 Aug 2021,Bonus issue 1:4,20 Aug 2021,-,-,11 Aug 2021,18 Aug 2021,-,1:4
604,532805,REDINGTON,Redington Ltd,18 Aug 2021,Bonus issue 1:1,20 Aug 2021,-,-,11 Aug 2021,18 Aug 2021,-,1:1
605,510245,SWASTIVI,Swasti Vinayaka Synthetics Ltd,23 Aug 2021,Bonus issue 2:7,24 Aug 2021,-,-,13 Aug 2021,23 Aug 2021,-,2:7
606,540395,CHEMCRUX,Chemcrux Enterprises Ltd,06 Sep 2021,Bonus issue 2:1,07 Sep 2021,-,-,31 Aug 2021,06 Sep 2021,-,2:1
607,533088,MHRIL,Mahindra Holidays & Resorts India Ltd,08 Sep 2021,Bonus issue 1:2,09 Sep 2021,-,-,02 Sep 2021,08 Sep 2021,-,1:2
608,532313,MAHLIFE,Mahindra Lifespace Developers Ltd,14 Sep 2021,Bonus issue 2:1,15 Sep 2021,-,-,07 Sep 2021,14 Sep 2021,-,2:1
609,507779,KANPRPLA,Kanpur Plastipack Ltd,15 Sep 2021,Bonus issue 1:2,16 Sep 2021,-,-,08 Sep 2021,15 Sep 2021,-,1:2
610,533758,APLAPOLLO,APL Apollo Tubes Ltd,16 Sep 2021,Bonus issue 1:1,18 Sep 2021,-,-,13 Sep 2021,16 Sep 2021,-,1:1
611,526582,TPLPLASTEH,TPL Plastech Ltd,16 Sep 2021,Bonus issue 1:1,18 Sep 2021,-,-,13 Sep 2021,16 Sep 2021,-,1:1
612,504028,GEE,GEE Ltd,21 Sep 2021,Bonus issue 1:10,22 Sep 2021,-,-,15 Sep 2021,21 Sep 2021,-,1:10
613,540694,ANG,ANG Lifesciences India Ltd,22 Sep 2021,Bonus issue 1:1,23 Sep 2021,-,-,16 Sep 2021,22 Sep 2021,-,1:1
614,539221,SPORTKING,Sportking India Ltd,23 Sep 2021,Bonus issue 3:1,24 Sep 2021,-,-,17 Sep 2021,23 Sep 2021,-,3:1
615,542802,GALACTICO,Galactico Corporate Services Ltd,27 Sep 2021,Bonus issue 1:1,28 Sep 2021,-,-,21 Sep 2021,27 Sep 2021,-,1:1
616,542666,GKP,G. K. P. Printing & Packaging Ltd,29 Sep 2021,Bonus issue 1:1,30 Sep 2021,-,-,23 Sep 2021,29 Sep 2021,-,1:1
617,538610,UNISON,Unison Metals Ltd,07 Oct 2021,Bonus issue 4:1,08 Oct 2021,-,-,01 Oct 2021,07 Oct 2021,-,4:1
618,542851,GENSOL,Gensol Engineering Ltd,11 Oct 2021,Bonus issue 1:3,12 Oct 2021,-,-,05 Oct 2021,11 Oct 2021,-,1:3
619,541152,GOYALALUM,Goyal Aluminiums Ltd,13 Oct 2021,Bonus issue 44100     ,14 Oct 2021,-,-,07 Oct 2021,13 Oct 2021,-,44100
620,539841,LANCER,Lancer Container Lines Ltd,13 Oct 2021,Bonus issue 2:1,14 Oct 2021,-,-,07 Oct 2021,13 Oct 2021,-,2:1
621,503806,SRF,SRF Ltd,13 Oct 2021,Bonus issue 4:1,14 Oct 2021,-,-,07 Oct 2021,13 Oct 2021,-,4:1
622,532734,GPIL,Godawari Power and Ispat Ltd,26 Oct 2021,Bonus issue 1:1,27 Oct 2021,-,-,20 Oct 2021,26 Oct 2021,-,1:1
623,540737,SGRL,Shree Ganesh Remedies Ltd,01 Nov 2021,Bonus issue 1:5,02 Nov 2021,-,-,26 Oct 2021,01 Nov 2021,-,1:5
624,539314,UNIAUTO,Universal Autofoundry Ltd,11 Nov 2021,Bonus issue 1:4,13 Nov 2021,-,-,08 Nov 2021,11 Nov 2021,-,1:4
625,540937,MEDICO,Medico Remedies Ltd,16 Nov 2021,Bonus issue 3:1,17 Nov 2021,-,-,11 Nov 2021,16 Nov 2021,-,3:1
626,533169, MANINFRA,Man Infraconstruction Ltd,17 Nov 2021,Bonus issue 1:2,19 Nov 2021,-,-,12 Nov 2021,17 Nov 2021,-,1:2
627,542580,AARTECH,Aartech Solonics Ltd,17 Nov 2021,Bonus issue 1:2,19 Nov 2021,-,-,12 Nov 2021,17 Nov 2021,-,1:2
628,543274,SUUMAYA,Suumaya Corporation Ltd,17 Nov 2021,Bonus issue 2:1,19 Nov 2021,-,-,12 Nov 2021,17 Nov 2021,-,2:1
629,541304,INDOUS,Indo Us Bio-Tech Ltd,29 Nov 2021,Bonus issue 1:5,30 Nov 2021,-,-,23 Nov 2021,29 Nov 2021,-,1:5
630,531761,APOLLOPIPE,Apollo Pipes Ltd,02 Dec 2021,Bonus issue 2:1,04 Dec 2021,-,-,29 Nov 2021,02 Dec 2021,-,2:1
631,530557,NCLRESE,NCL Research & Financial Services Ltd,02 Dec 2021,Bonus issue 1:1,03 Dec 2021,-,-,26 Nov 2021,02 Dec 2021,-,1:1
632,540750,IEX,Indian Energy Exchange Ltd,03 Dec 2021,Bonus issue 2:1,06 Dec 2021,-,-,29 Nov 2021,03 Dec 2021,-,2:1
633,531726,PANCHSHEEL,Panchsheel Organics Ltd,06 Dec 2021,Bonus issue 1:1,07 Dec 2021,-,-,30 Nov 2021,06 Dec 2021,-,1:1
634,532732,KKCL,Kewal Kiran Clothing Ltd,16 Dec 2021,Bonus issue 4:1,17 Dec 2021,-,-,10 Dec 2021,16 Dec 2021,-,4:1
635,542232,SRD,Shankar Lal Rampal Dye-Chem Ltd,16 Dec 2021,Bonus issue 1:1,17 Dec 2021,-,-,10 Dec 2021,16 Dec 2021,-,1:1
636,541601,RAJNISH,Rajnish Wellness Ltd,23 Dec 2021,Bonus issue 5:4,24 Dec 2021,-,-,17 Dec 2021,23 Dec 2021,-,5:4
637,533047,IMFA,Indian Metals & Ferro Alloys Ltd,07 Jan 2022,Bonus issue 1:1,10 Jan 2022,-,-,03 Jan 2022,07 Jan 2022,-,1:1
638,542285,AXITA,Axita Cotton Ltd,11 Jan 2022,Bonus issue 1:2,12 Jan 2022,-,-,05 Jan 2022,11 Jan 2022,-,1:2
639,541865,ASRL,Add-Shop ERetail Ltd,14 Jan 2022,Bonus issue 7:10,17 Jan 2022,-,-,10 Jan 2022,14 Jan 2022,-,7:10
640,531025,VISAGAR,Visagar Financial Services Ltd,20 Jan 2022,Bonus issue 1:2,21 Jan 2022,-,-,14 Jan 2022,20 Jan 2022,-,1:2
641,542694,PARSHVA,Parshva Enterprises Ltd,03 Feb 2022,Bonus issue 205:100,04 Feb 2022,-,-,28 Jan 2022,03 Feb 2022,-,205:100
642,512359,SWORDEDGE,Sword-Edge Commercials Ltd,03 Feb 2022,Bonus issue 1:1,04 Feb 2022,-,-,28 Jan 2022,03 Feb 2022,-,1:1
643,538890,MKEXIM,M.K. Exim (India) Ltd,08 Feb 2022,Bonus issue 2:1,09 Feb 2022,-,-,02 Feb 2022,08 Feb 2022,-,2:1
644,531328,KRETTOSYS,Kretto Syscon Ltd,10 Feb 2022,Bonus issue 1:10,11 Feb 2022,-,-,04 Feb 2022,10 Feb 2022,-,1:10
645,530109,ANUPAM,Anupam Finserv Ltd,17 Feb 2022,Bonus issue 1:10,18 Feb 2022,-,-,11 Feb 2022,17 Feb 2022,-,1:10
646,532859,HGS,Hinduja Global Solutions Ltd,22 Feb 2022,Bonus issue 1:1,23 Feb 2022,-,-,16 Feb 2022,22 Feb 2022,-,1:1
647,542725,SBC,SBC Exports Ltd,22 Feb 2022,Bonus issue 1:1,23 Feb 2022,-,-,16 Feb 2022,22 Feb 2022,-,1:1
648,539097,URSUGAR,UR Sugar Industries Ltd,24 Feb 2022,Bonus issue 1:2,26 Feb 2022,-,-,21 Feb 2022,24 Feb 2022,-,1:2
649,543272,EASEMYTRIP,Easy Trip Planners Ltd,28 Feb 2022,Bonus issue 1:1,02 Mar 2022,-,-,22 Feb 2022,28 Feb 2022,-,1:1
650,541778,DEEP,Deep Polymers Ltd,08 Mar 2022,Bonus issue 3:4,09 Mar 2022,-,-,02 Mar 2022,08 Mar 2022,-,3:4
651,539621,BCLENTERPR,BCL Enterprises Ltd,10 Mar 2022,Bonus issue 1:1,11 Mar 2022,-,-,04 Mar 2022,10 Mar 2022,-,1:1
652,538706,ULTRACAB,Ultracab (India) Ltd,10 Mar 2022,Bonus issue 1:2,12 Mar 2022,-,-,07 Mar 2022,10 Mar 2022,-,1:2
653,538598,VISHAL,Vishal Fabrics Ltd,10 Mar 2022,Bonus issue 2:1,11 Mar 2022,-,-,04 Mar 2022,10 Mar 2022,-,2:1
654,539807,INFIBEAM,Infibeam Avenues Ltd,14 Mar 2022,Bonus issue 1:1,15 Mar 2022,-,-,08 Mar 2022,14 Mar 2022,-,1:1
655,532368,BCG,Brightcom Group Ltd,15 Mar 2022,Bonus issue 2:3,16 Mar 2022,-,-,09 Mar 2022,15 Mar 2022,-,2:3
656,532372,VIRINCHI,Virinchi Ltd,21 Mar 2022,Bonus issue 1:1,22 Mar 2022,-,-,14 Mar 2022,21 Mar 2022,-,1:1
657,543193,DJML,DJ Mediaprint & Logistics Ltd,24 Mar 2022,Bonus issue 1:1,25 Mar 2022,-,-,17 Mar 2022,24 Mar 2022,-,1:1
658,532641,NDL,Nandan Denim Ltd,24 Mar 2022,Bonus issue 2:1,25 Mar 2022,-,-,17 Mar 2022,24 Mar 2022,-,2:1
659,542918,GIANLIFE,Gian Life Care Ltd,29 Mar 2022,Bonus issue 6:5,30 Mar 2022,-,-,23 Mar 2022,29 Mar 2022,-,6:5
660,538788,GILADAFINS,Gilada Finance & Investments Ltd,30 Mar 2022,Bonus issue 1:1,31 Mar 2022,-,-,24 Mar 2022,29 Mar 2022,-,1:1
661,532154,JOHNPHARMA,Johnson Pharmacare Ltd,07 Apr 2022,Bonus issue 1:10,08 Apr 2022,-,-,31 Mar 2022,07 Apr 2022,-,1:10
662,530627,VIPULORG,Vipul Organics Ltd,07 Apr 2022,Bonus issue 1:4,09 Apr 2022,-,-,04 Apr 2022,07 Apr 2022,-,1:4
663,542667,WORL,White Organic Retail Ltd,12 Apr 2022,Bonus issue 2:1,14 Apr 2022,-,-,07 Apr 2022,12 Apr 2022,-,2:1
664,534674,DUCON,Ducon Infratechnologies Ltd,18 Apr 2022,Bonus issue 1:10,19 Apr 2022,-,-,08 Apr 2022,18 Apr 2022,-,1:10
665,543194,NIRMITEE,Nirmitee Robotics India Ltd,25 Apr 2022,Bonus issue 5:1,26 Apr 2022,-,-,19 Apr 2022,25 Apr 2022,-,5:1
666,539470,SHREEGANES,Shree Ganesh Biotech (India) Ltd,27 Apr 2022,Bonus issue 1:1,28 Apr 2022,-,-,21 Apr 2022,27 Apr 2022,-,1:1
