,Unnamed: 0,Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date,type,dividend
18140,18140,512599,ADANIENT,Adani Enterprises Ltd,14 Jul 2022,Final Dividend - Rs. - 1.0000,15 Jul 2022,-,-,08 Jul 2022,14 Jul 2022,-,Final Dividend, 1.0000
18141,18141,532921,ADANIPORTS,Adani Ports and Special Economic Zone Ltd,14 Jul 2022,Final Dividend - Rs. - 5.0000,15 Jul 2022,-,-,08 Jul 2022,14 Jul 2022,-,Final Dividend, 5.0000
18142,18142,540692,APEX ,Apex Frozen Foods Ltd,14 Jul 2022,Final Dividend - Rs. - 2.5000,-,18 Jul 2022,23 Jul 2022,11 Jul 2022,15 Jul 2022,-,Final Dividend, 2.5000
18143,18143,511605,ARIHANTCAP,Arihant Capital Markets Ltd,14 Jul 2022,Final Dividend - Rs. - 0.1500,-,17 Jul 2022,23 Jul 2022,11 Jul 2022,14 Jul 2022,-,Final Dividend, 0.1500
18144,18144,500477,ASHOKLEY,Ashok Leyland Ltd,14 Jul 2022,Dividend - Rs. - 1.0000,-,16 Jul 2022,29 Jul 2022,11 Jul 2022,14 Jul 2022,-,Dividend, 1.0000
18145,18145,542066,ATGL,Adani Total Gas Ltd,14 Jul 2022,Final Dividend - Rs. - 0.2500,15 Jul 2022,-,-,08 Jul 2022,14 Jul 2022,-,Final Dividend, 0.2500
18146,18146,500027,ATUL,Atul Ltd,14 Jul 2022,Dividend - Rs. - 25.0000,-,16 Jul 2022,22 Jul 2022,11 Jul 2022,14 Jul 2022,-,Dividend, 25.0000
18147,18147,500493,BHARATFORG,Bharat Forge Ltd,14 Jul 2022,Final Dividend - Rs. - 5.5000,15 Jul 2022,-,-,08 Jul 2022,14 Jul 2022,-,Final Dividend, 5.5000
18148,18148,523019,BNRSEC,BN Rathi Securities Ltd,14 Jul 2022,Dividend - Rs. - 1.0000,-,16 Jul 2022,22 Jul 2022,11 Jul 2022,14 Jul 2022,-,Dividend, 1.0000
18149,18149,500530,BOSCHLTD,Bosch Ltd,14 Jul 2022,Final Dividend - Rs. - 110.0000,-,16 Jul 2022,03 Aug 2022,11 Jul 2022,14 Jul 2022,-,Final Dividend, 110.0000
18150,18150,500530,BOSCHLTD,Bosch Ltd,14 Jul 2022,Special Dividend - Rs. - 100.0000,-,16 Jul 2022,03 Aug 2022,11 Jul 2022,14 Jul 2022,-,Special Dividend, 100.0000
18151,18151,532400,BSOFT,Birlasoft Ltd,14 Jul 2022,Final Dividend - Rs. - 3.0000,15 Jul 2022,-,-,08 Jul 2022,14 Jul 2022,-,Final Dividend, 3.0000
18152,18152,506395,COROMANDEL,Coromandel International Ltd,14 Jul 2022,Final Dividend - Rs. - 6.0000,-,18 Jul 2022,27 Jul 2022,11 Jul 2022,15 Jul 2022,-,Final Dividend, 6.0000
18153,18153,523672,FLEXFO,Flex Foods Ltd,14 Jul 2022,Final Dividend - Rs. - 1.0000,-,16 Jul 2022,05 Aug 2022,11 Jul 2022,14 Jul 2022,-,Final Dividend, 1.0000
18154,18154,504741,INDIANHUME,Indian Hume Pipe Company Ltd,14 Jul 2022,Dividend - Rs. - 2.0000,-,16 Jul 2022,28 Jul 2022,11 Jul 2022,14 Jul 2022,-,Dividend, 2.0000
18155,18155,500257,LUPIN,Lupin Ltd,14 Jul 2022,Final Dividend - Rs. - 4.0000,15 Jul 2022,-,-,08 Jul 2022,14 Jul 2022,-,Final Dividend, 4.0000
18156,18156,500520,M&M,Mahindra & Mahindra Ltd,14 Jul 2022,Dividend - Rs. - 11.5500,-,16 Jul 2022,05 Aug 2022,11 Jul 2022,14 Jul 2022,-,Dividend, 11.5500
18157,18157,524558,NEULANDLAB,Neuland Laboratories Ltd,14 Jul 2022,Final Dividend - Rs. - 5.0000,15 Jul 2022,-,-,08 Jul 2022,14 Jul 2022,-,Final Dividend, 5.0000
18158,18158,500302,PEL,Piramal Enterprises Ltd,14 Jul 2022,Final Dividend - Rs. - 33.0000,15 Jul 2022,-,-,08 Jul 2022,14 Jul 2022,-,Final Dividend, 33.0000
18159,18159,543187,POWERINDIA,Hitachi Energy India Ltd,14 Jul 2022,Final Dividend - Rs. - 3.0000,-,16 Jul 2022,22 Jul 2022,11 Jul 2022,14 Jul 2022,-,Final Dividend, 3.0000
18160,18160,532805,REDINGTON,Redington Ltd,14 Jul 2022,Final Dividend - Rs. - 6.6000,15 Jul 2022,-,-,08 Jul 2022,14 Jul 2022,-,Final Dividend, 6.6000
18161,18161,543228,ROUTE,Route Mobile Ltd,14 Jul 2022,Final Dividend - Rs. - 2.0000,15 Jul 2022,-,-,08 Jul 2022,14 Jul 2022,-,Final Dividend, 2.0000
18162,18162,532983,RPGLIFE,RPG Life Sciences Ltd,14 Jul 2022,Final Dividend - Rs. - 9.6000,15 Jul 2022,-,-,08 Jul 2022,14 Jul 2022,-,Final Dividend, 9.6000
18163,18163,523025,SAFARI,Safari Industries India Ltd,14 Jul 2022,Dividend - Rs. - 0.8000,-,16 Jul 2022,29 Jul 2022,11 Jul 2022,14 Jul 2022,-,Dividend, 0.8000
18164,18164,532663,SASKEN,Sasken Technologies Ltd,14 Jul 2022,Final Dividend - Rs. - 13.0000,-,16 Jul 2022,16 Jul 2022,11 Jul 2022,14 Jul 2022,-,Final Dividend, 13.0000
18165,18165,523023,SINCLAIR,Sinclairs Hotels Ltd,14 Jul 2022,Final Dividend - Rs. - 1.0000,15 Jul 2022,-,-,08 Jul 2022,14 Jul 2022,-,Final Dividend, 1.0000
18166,18166,532540,TCS,Tata Consultancy Services Ltd,14 Jul 2022,Interim Dividend - Rs. - 8.0000,16 Jul 2022,-,-,11 Jul 2022,14 Jul 2022,-,Interim Dividend, 8.0000
18167,18167,506685,ULTRAMAR,Ultramarine & Pigments Ltd,14 Jul 2022,Dividend - Rs. - 5.0000,15 Jul 2022,-,-,08 Jul 2022,14 Jul 2022,-,Dividend, 5.0000
18168,18168,504067,ZENSARTECH,Zensar Technologies Ltd,14 Jul 2022,Final Dividend - Rs. - 3.5000,15 Jul 2022,-,-,08 Jul 2022,14 Jul 2022,-,Final Dividend, 3.5000
18169,18169,501386,ZSWASTSA,Swastik Safe Deposit & Investments Ltd,14 Jul 2022,Final Dividend - Rs. - 1.0000,-,15 Jul 2022,21 Jul 2022,11 Jul 2022,15 Jul 2022,-,Final Dividend, 1.0000
18170,18170,531335,ZYDUSWELL,Zydus Wellness Ltd,14 Jul 2022,Final Dividend - Rs. - 5.0000,15 Jul 2022,-,-,08 Jul 2022,14 Jul 2022,-,Final Dividend, 5.0000
18171,18171,530871,CHEMBOND,Chembond Chemicals Ltd,15 Jul 2022,Final Dividend - Rs. - 5.0000,18 Jul 2022,-,-,11 Jul 2022,15 Jul 2022,-,Final Dividend, 5.0000
18172,18172,521220,DAMODARIND,Damodar Industries Ltd,15 Jul 2022,Dividend - Rs. - 0.5000,-,19 Jul 2022,22 Jul 2022,12 Jul 2022,18 Jul 2022,-,Dividend, 0.5000
18173,18173,500252,LMW,LMW Ltd,15 Jul 2022,Dividend - Rs. - 40.0000,-,19 Jul 2022,25 Jul 2022,12 Jul 2022,18 Jul 2022,-,Dividend, 40.0000
18174,18174,541301,ORIENTELEC,Orient Electric Ltd,15 Jul 2022,Final Dividend - Rs. - 1.2500,-,19 Jul 2022,25 Jul 2022,12 Jul 2022,18 Jul 2022,-,Final Dividend, 1.2500
18175,18175,539290,OSWALGREEN,Oswal Greentech Ltd,15 Jul 2022,Interim Dividend - Rs. - 1.5000,18 Jul 2022,-,-,11 Jul 2022,15 Jul 2022,-,Interim Dividend, 1.5000
18176,18176,539837,RPEL,Raghav Productivity Enhancers Ltd,15 Jul 2022,Final Dividend - Rs. - 0.5000,18 Jul 2022,-,-,11 Jul 2022,15 Jul 2022,-,Final Dividend, 0.5000
18177,18177,543238,UTIAMC,UTI Asset Management Company Ltd,15 Jul 2022,Final Dividend - Rs. - 21.0000,-,19 Jul 2022,25 Jul 2022,12 Jul 2022,18 Jul 2022,-,Final Dividend, 21.0000
18178,18178,526612,BLUEDART,Blue Dart Express Ltd,18 Jul 2022,Final Dividend - Rs. - 35.0000,-,20 Jul 2022,27 Jul 2022,13 Jul 2022,19 Jul 2022,-,Final Dividend, 35.0000
18179,18179,506480,GOCLCORP,GOCL Corporation Ltd,18 Jul 2022,Final Dividend - Rs. - 3.0000,-,20 Jul 2022,27 Jul 2022,13 Jul 2022,19 Jul 2022,-,Final Dividend, 3.0000
18180,18180,543277,LXCHEM,Laxmi Organic Industries Ltd,18 Jul 2022,Final Dividend - Rs. - 0.7000,19 Jul 2022,-,-,12 Jul 2022,18 Jul 2022,-,Final Dividend, 0.7000
18181,18181,530585,SWASTIKA,Swastika Investsmart Ltd,18 Jul 2022,Final Dividend - Rs. - 2.0000,-,20 Jul 2022,26 Jul 2022,13 Jul 2022,19 Jul 2022,-,Final Dividend, 2.0000
18182,18182,517041,ADORWELD,Ador Welding Ltd,19 Jul 2022,Final Dividend - Rs. - 12.5000,-,21 Jul 2022,27 Jul 2022,14 Jul 2022,20 Jul 2022,-,Final Dividend, 12.5000
18183,18183,500003,AEGISLOG,Aegis Logistics Ltd,19 Jul 2022,Final Dividend - Rs. - 0.5000,20 Jul 2022,-,-,13 Jul 2022,19 Jul 2022,-,Final Dividend, 0.5000
18184,18184,533138,ASTEC,Astec Lifesciences Ltd,19 Jul 2022,Final Dividend - Rs. - 1.5000,-,21 Jul 2022,24 Jul 2022,14 Jul 2022,20 Jul 2022,-,Final Dividend, 1.5000
18185,18185,500469,FEDERALBNK,Federal Bank Ltd,19 Jul 2022,Final Dividend - Rs. - 1.8000,-,21 Jul 2022,27 Jul 2022,14 Jul 2022,20 Jul 2022,-,Final Dividend, 1.8000
18186,18186,500166,GOODRICKE,Goodricke Group Ltd,19 Jul 2022,Dividend - Rs. - 3.0000,20 Jul 2022,-,-,13 Jul 2022,19 Jul 2022,-,Dividend, 3.0000
18187,18187,532482,GRANULES,Granules India Ltd,19 Jul 2022,Final Dividend - Rs. - 0.7500,-,21 Jul 2022,27 Jul 2022,14 Jul 2022,20 Jul 2022,-,Final Dividend, 0.7500
18188,18188,506076,GRINDWELL,Grindwell Norton Ltd,19 Jul 2022,Dividend - Rs. - 12.0000,-,21 Jul 2022,29 Jul 2022,14 Jul 2022,20 Jul 2022,-,Dividend, 12.0000
18189,18189,532281,HCLTECH,HCL Technologies Ltd,19 Jul 2022,Interim Dividend - Rs. - 10.0000,20 Jul 2022,-,-,13 Jul 2022,19 Jul 2022,-,Interim Dividend, 10.0000
18190,18190,543266,HERANBA,Heranba Industries Ltd,19 Jul 2022,Final Dividend - Rs. - 2.0000,-,21 Jul 2022,27 Jul 2022,14 Jul 2022,20 Jul 2022,-,Final Dividend, 2.0000
18191,18191,590003,KARURVYSYA,Karur Vysya Bank Ltd,19 Jul 2022,Dividend - Rs. - 1.6000,-,21 Jul 2022,03 Aug 2022,14 Jul 2022,20 Jul 2022,-,Dividend, 1.6000
18192,18192,532313,MAHLIFE,Mahindra Lifespace Developers Ltd,19 Jul 2022,Final Dividend - Rs. - 2.0000,-,21 Jul 2022,27 Jul 2022,14 Jul 2022,20 Jul 2022,-,Final Dividend, 2.0000
18193,18193,532923,RGL,Renaissance Global Ltd,19 Jul 2022,Final Dividend - Rs. - 3.0000,20 Jul 2022,-,-,13 Jul 2022,19 Jul 2022,-,Final Dividend, 3.0000
18194,18194,500412,TIRUMALCHM,Thirumalai Chemicals Ltd,19 Jul 2022,Dividend - Rs. - 2.5000,-,21 Jul 2022,27 Jul 2022,14 Jul 2022,20 Jul 2022,-,Dividend, 2.5000
18195,18195,532875,ADSL,Allied Digital Services Ltd,20 Jul 2022,Final Dividend - Rs. - 1.0000,-,22 Jul 2022,28 Jul 2022,15 Jul 2022,21 Jul 2022,-,Final Dividend, 1.0000
18196,18196,531556,CORALFINAC,Coral India Finance & Housing Ltd,20 Jul 2022,Final Dividend - Rs. - 0.3000,-,22 Jul 2022,05 Aug 2022,15 Jul 2022,21 Jul 2022,-,Final Dividend, 0.3000
18197,18197,541403,DOLLAR,Dollar Industries Ltd,20 Jul 2022,Dividend - Rs. - 3.0000,-,22 Jul 2022,28 Jul 2022,15 Jul 2022,21 Jul 2022,-,Dividend, 3.0000
18198,18198,516110,FAMILYCARE,Family Care Hospitals Ltd,20 Jul 2022,Dividend - Rs. - 0.1000,-,22 Jul 2022,28 Jul 2022,15 Jul 2022,21 Jul 2022,-,Dividend, 0.1000
18199,18199,509567,GOACARBON,Goa Carbon Ltd,20 Jul 2022,Dividend - Rs. - 10.0000,-,22 Jul 2022,28 Jul 2022,15 Jul 2022,21 Jul 2022,-,Dividend, 10.0000
18200,18200,533761,GPTINFRA,GPT Infraprojects Ltd,20 Jul 2022,Final Dividend - Rs. - 1.5000,-,22 Jul 2022,28 Jul 2022,15 Jul 2022,21 Jul 2022,-,Final Dividend, 1.5000
18201,18201,500188,HINDZINC,Hindustan Zinc Ltd,20 Jul 2022,Interim Dividend - Rs. - 21.0000,21 Jul 2022,-,-,14 Jul 2022,20 Jul 2022,-,Interim Dividend, 21.0000
18202,18202,509162,INDAG,Indag Rubber Ltd,20 Jul 2022,Final Dividend - Rs. - 1.5000,-,22 Jul 2022,28 Jul 2022,15 Jul 2022,21 Jul 2022,-,Final Dividend, 1.5000
18203,18203,507580,IVP,IVP Ltd,20 Jul 2022,Final Dividend - Rs. - 1.5000,-,22 Jul 2022,28 Jul 2022,15 Jul 2022,21 Jul 2022,-,Final Dividend, 1.5000
18204,18204,532720,M&MFIN,Mahindra & Mahindra Financial Services Ltd,20 Jul 2022,Dividend - Rs. - 3.6000,-,22 Jul 2022,28 Jul 2022,15 Jul 2022,21 Jul 2022,-,Dividend, 3.6000
18205,18205,500730,NOCIL,NOCIL Ltd,20 Jul 2022,Final Dividend - Rs. - 3.0000,-,22 Jul 2022,28 Jul 2022,15 Jul 2022,21 Jul 2022,-,Final Dividend, 3.0000
18206,18206,500672,NOVARTIND,Novartis India Ltd,20 Jul 2022,Final Dividend - Rs. - 10.0000,-,22 Jul 2022,29 Jul 2022,15 Jul 2022,21 Jul 2022,-,Final Dividend, 10.0000
18207,18207,535754,ORIENTCEM,Orient Cement Ltd,20 Jul 2022,Final Dividend - Rs. - 1.7500,-,22 Jul 2022,28 Jul 2022,15 Jul 2022,21 Jul 2022,-,Final Dividend, 1.7500
18208,18208,504093,PANAENERG,Panasonic Energy India Company Ltd,20 Jul 2022,Final Dividend - Rs. - 7.5000,-,22 Jul 2022,28 Jul 2022,15 Jul 2022,21 Jul 2022,-,Final Dividend, 7.5000
18209,18209,530845,SUNSHIEL,Sunshield Chemicals Ltd,20 Jul 2022,Dividend - Rs. - 2.0000,-,22 Jul 2022,28 Jul 2022,15 Jul 2022,21 Jul 2022,-,Dividend, 2.0000
18210,18210,532051,SWELECTES,Swelect Energy Systems Ltd,20 Jul 2022,Final Dividend - Rs. - 3.0000,-,22 Jul 2022,28 Jul 2022,15 Jul 2022,21 Jul 2022,-,Final Dividend, 3.0000
18211,18211,540762,TIINDIA,Tube Investments of India Ltd,20 Jul 2022,Final Dividend - Rs. - 1.5000,-,22 Jul 2022,02 Aug 2022,15 Jul 2022,21 Jul 2022,-,Final Dividend, 1.5000
18212,18212,517146,USHAMART,Usha Martin Ltd,20 Jul 2022,Final Dividend - Rs. - 2.0000,21 Jul 2022,-,-,14 Jul 2022,20 Jul 2022,-,Final Dividend, 2.0000
18213,18213,532953,VGUARD,V-Guard Industries Ltd,20 Jul 2022,Final Dividend - Rs. - 1.3000,-,22 Jul 2022,28 Jul 2022,15 Jul 2022,21 Jul 2022,-,Final Dividend, 1.3000
18214,18214,523011,WEIZMANIND,Weizmann Ltd,20 Jul 2022,Final Dividend - Rs. - 0.5000,-,22 Jul 2022,28 Jul 2022,15 Jul 2022,21 Jul 2022,-,Final Dividend, 0.5000
18215,18215,523411,ADCINDIA,ADC India Communications Ltd,21 Jul 2022,Final Dividend - Rs. - 4.0000,-,23 Jul 2022,29 Jul 2022,18 Jul 2022,21 Jul 2022,-,Final Dividend, 4.0000
18216,18216,523411,ADCINDIA,ADC India Communications Ltd,21 Jul 2022,Special Dividend - Rs. - 10.0000,-,23 Jul 2022,29 Jul 2022,18 Jul 2022,21 Jul 2022,-,Special Dividend, 10.0000
18217,18217,543235,ANGELONE,Angel One Ltd,21 Jul 2022,Interim Dividend - Rs. - 7.6500,22 Jul 2022,-,-,15 Jul 2022,21 Jul 2022,-,Interim Dividend, 7.6500
18218,18218,503722,BANSWRAS,Banswara Syntex Ltd,21 Jul 2022,Dividend - Rs. - 2.5000,-,24 Jul 2022,30 Jul 2022,18 Jul 2022,21 Jul 2022,-,Dividend, 2.5000
18219,18219,500042,BASF,BASF India Ltd,21 Jul 2022,Final Dividend - Rs. - 6.0000,-,23 Jul 2022,27 Jul 2022,18 Jul 2022,21 Jul 2022,-,Final Dividend, 6.0000
18220,18220,530803,BHAGERIA,Bhageria Industries Ltd,21 Jul 2022,Dividend - Rs. - 4.0000,-,24 Jul 2022,30 Jul 2022,18 Jul 2022,21 Jul 2022,-,Dividend, 4.0000
18221,18221,500067,BLUESTARCO,Blue Star Ltd,21 Jul 2022,Final Dividend - Rs. - 10.0000,22 Jul 2022,-,-,15 Jul 2022,21 Jul 2022,-,Final Dividend, 10.0000
18222,18222,501430,BOMBCYC,Bombay Cycle & Motor Agency Ltd,21 Jul 2022,Final Dividend - Rs. - 5.0000,22 Jul 2022,-,-,15 Jul 2022,21 Jul 2022,-,Final Dividend, 5.0000
18223,18223,513375,CARBORUNIV,Carborundum Universal Ltd,21 Jul 2022,Final Dividend - Rs. - 2.0000,-,25 Jul 2022,01 Aug 2022,18 Jul 2022,22 Jul 2022,-,Final Dividend, 2.0000
18224,18224,511243,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,21 Jul 2022,Final Dividend - Rs. - 0.7000,-,25 Jul 2022,29 Jul 2022,18 Jul 2022,22 Jul 2022,-,Final Dividend, 0.7000
18225,18225,500096,DABUR,Dabur India Ltd,21 Jul 2022,Final Dividend - Rs. - 2.7000,-,25 Jul 2022,29 Jul 2022,18 Jul 2022,22 Jul 2022,-,Final Dividend, 2.7000
18226,18226,532528,DATAMATICS,Datamatics Global Services Ltd,21 Jul 2022,Final Dividend - Rs. - 1.2500,-,23 Jul 2022,29 Jul 2022,18 Jul 2022,21 Jul 2022,-,Final Dividend, 1.2500
18227,18227,507717,DHANUKA,Dhanuka Agritech Ltd,21 Jul 2022,Final Dividend - Rs. - 6.0000,-,23 Jul 2022,02 Aug 2022,18 Jul 2022,21 Jul 2022,-,Final Dividend, 6.0000
18228,18228,540935,GALAXYSURF,Galaxy Surfactants Ltd,21 Jul 2022,Final Dividend - Rs. - 18.0000,22 Jul 2022,-,-,15 Jul 2022,21 Jul 2022,-,Final Dividend, 18.0000
18229,18229,519552,HERITGFOOD,Heritage Foods Ltd,21 Jul 2022,Final Dividend - Rs. - 2.5000,-,23 Jul 2022,29 Jul 2022,18 Jul 2022,21 Jul 2022,-,Final Dividend, 2.5000
18230,18230,541019,HGINFRA,H.G. Infra Engineering Ltd,21 Jul 2022,Final Dividend - Rs. - 1.0000,22 Jul 2022,-,-,15 Jul 2022,21 Jul 2022,-,Final Dividend, 1.0000
18231,18231,509675,HIL,HIL Ltd,21 Jul 2022,Final Dividend - Rs. - 25.0000,-,23 Jul 2022,29 Jul 2022,18 Jul 2022,21 Jul 2022,-,Final Dividend, 25.0000
18232,18232,509675,HIL,HIL Ltd,21 Jul 2022,Special Dividend - Rs. - 20.0000,-,23 Jul 2022,29 Jul 2022,18 Jul 2022,21 Jul 2022,-,Special Dividend, 20.0000
18233,18233,533047,IMFA,Indian Metals & Ferro Alloys Ltd,21 Jul 2022,Final Dividend - Rs. - 7.5000,-,25 Jul 2022,26 Jul 2022,18 Jul 2022,22 Jul 2022,-,Final Dividend, 7.5000
18234,18234,538835,INTELLECT,Intellect Design Arena Ltd,21 Jul 2022,Final Dividend - Rs. - 2.5000,22 Jul 2022,-,-,15 Jul 2022,21 Jul 2022,-,Final Dividend, 2.5000
18235,18235,524330,JAYAGROGN,Jayant Agro Organics Ltd,21 Jul 2022,Final Dividend - Rs. - 3.0000,-,23 Jul 2022,28 Jul 2022,18 Jul 2022,21 Jul 2022,-,Final Dividend, 3.0000
18236,18236,524731,JENBURPH,Jenburkt Pharmaceuticals Ltd,21 Jul 2022,Final Dividend - Rs. - 12.0000,-,23 Jul 2022,29 Jul 2022,18 Jul 2022,21 Jul 2022,-,Final Dividend, 12.0000
18237,18237,504840,KAIRA,Kaira Can Company Ltd,21 Jul 2022,Final Dividend - Rs. - 12.0000,-,23 Jul 2022,29 Jul 2022,18 Jul 2022,21 Jul 2022,-,Final Dividend, 12.0000
18238,18238,500245,KIRLFER,Kirloskar Ferrous Industries Ltd,21 Jul 2022,Final Dividend - Rs. - 3.0000,-,23 Jul 2022,01 Aug 2022,18 Jul 2022,21 Jul 2022,-,Final Dividend, 3.0000
18239,18239,500510,LT,Larsen & Toubro Ltd,21 Jul 2022,Final Dividend - Rs. - 22.0000,22 Jul 2022,-,-,15 Jul 2022,21 Jul 2022,-,Final Dividend, 22.0000
18240,18240,540768,MAHLOG,Mahindra Logistics Ltd,21 Jul 2022,Final Dividend - Rs. - 2.0000,-,23 Jul 2022,29 Jul 2022,18 Jul 2022,21 Jul 2022,-,Final Dividend, 2.0000
18241,18241,538962,MINDACORP,Minda Corporation Ltd,21 Jul 2022,Final Dividend - Rs. - 0.7000,-,25 Jul 2022,28 Jul 2022,18 Jul 2022,22 Jul 2022,-,Final Dividend, 0.7000
18242,18242,538730,PDSL,PDS Ltd,21 Jul 2022,Final Dividend - Rs. - 23.8500,-,23 Jul 2022,29 Jul 2022,18 Jul 2022,21 Jul 2022,-,Final Dividend, 23.8500
18243,18243,524000,POONAWALLA,Poonawalla Fincorp Ltd,21 Jul 2022,Final Dividend - Rs. - 0.4000,-,23 Jul 2022,29 Jul 2022,18 Jul 2022,21 Jul 2022,-,Final Dividend, 0.4000
18244,18244,513532,PRADPME,Pradeep Metals Ltd,21 Jul 2022,Final Dividend - Rs. - 1.5000,-,23 Jul 2022,29 Jul 2022,18 Jul 2022,21 Jul 2022,-,Final Dividend, 1.5000
18245,18245,530331,PREMCO,Premco Global Ltd,21 Jul 2022,Final Dividend - Rs. - 3.0000,22 Jul 2022,-,-,15 Jul 2022,21 Jul 2022,-,Final Dividend, 3.0000
18246,18246,542920,SUMICHEM,Sumitomo Chemical India Ltd,21 Jul 2022,Final Dividend - Rs. - 1.0000,22 Jul 2022,-,-,15 Jul 2022,21 Jul 2022,-,Final Dividend, 1.0000
18247,18247,505685,TAPARIA,Taparia Tools Ltd,21 Jul 2022,Final Dividend - Rs. - 52.5000,22 Jul 2022,-,-,15 Jul 2022,21 Jul 2022,-,Final Dividend, 52.5000
18248,18248,532755,TECHM,Tech Mahindra Ltd,21 Jul 2022,Special Dividend - Rs. - 15.0000,-,23 Jul 2022,26 Jul 2022,18 Jul 2022,21 Jul 2022,-,Special Dividend, 15.0000
18249,18249,532755,TECHM,Tech Mahindra Ltd,21 Jul 2022,Final Dividend - Rs. - 15.0000,-,23 Jul 2022,26 Jul 2022,18 Jul 2022,21 Jul 2022,-,Final Dividend, 15.0000
18250,18250,500411,THERMAX,Thermax Ltd,21 Jul 2022,Dividend - Rs. - 9.0000,22 Jul 2022,-,-,15 Jul 2022,21 Jul 2022,-,Dividend, 9.0000
18251,18251,517506,TTKPRESTIG,TTK Prestige Ltd,21 Jul 2022,Final Dividend - Rs. - 3.5000,-,23 Jul 2022,23 Jul 2022,18 Jul 2022,21 Jul 2022,-,Final Dividend, 3.5000
18252,18252,506767,ALKYLAMINE,Alkyl Amines Chemicals Ltd,22 Jul 2022,Dividend - Rs. - 10.0000,-,26 Jul 2022,01 Aug 2022,19 Jul 2022,25 Jul 2022,-,Dividend, 10.0000
18253,18253,533229,BAJAJCON,Bajaj Consumer Care Ltd,22 Jul 2022,Final Dividend - Rs. - 4.0000,-,26 Jul 2022,01 Aug 2022,19 Jul 2022,25 Jul 2022,-,Final Dividend, 4.0000
18254,18254,505681,BIMETAL,Bimetal Bearings Ltd,22 Jul 2022,Dividend - Rs. - 8.0000,-,26 Jul 2022,01 Aug 2022,19 Jul 2022,25 Jul 2022,-,Dividend, 8.0000
18255,18255,500147,COCKERILL,John Cockerill India Ltd,22 Jul 2022,Final Dividend - Rs. - 2.0000,-,26 Jul 2022,03 Aug 2022,19 Jul 2022,25 Jul 2022,-,Final Dividend, 2.0000
18256,18256,540743,GODREJAGRO,Godrej Agrovet Ltd,22 Jul 2022,Final Dividend - Rs. - 9.5000,-,26 Jul 2022,28 Jul 2022,19 Jul 2022,25 Jul 2022,-,Final Dividend, 9.5000
18257,18257,500168,GOODYEAR,Goodyear India Ltd,22 Jul 2022,Final Dividend - Rs. - 20.0000,-,26 Jul 2022,01 Aug 2022,19 Jul 2022,25 Jul 2022,-,Final Dividend, 20.0000
18258,18258,500168,GOODYEAR,Goodyear India Ltd,22 Jul 2022,Special Dividend - Rs. - 80.0000,-,26 Jul 2022,01 Aug 2022,19 Jul 2022,25 Jul 2022,-,Special Dividend, 80.0000
18259,18259,500235,KSL,Kalyani Steels Ltd,22 Jul 2022,Dividend - Rs. - 10.0000,-,26 Jul 2022,01 Aug 2022,19 Jul 2022,25 Jul 2022,-,Dividend, 10.0000
18260,18260,505807,ROLCOEN,Rolcon Engineering Company Ltd,22 Jul 2022,Final Dividend - Rs. - 2.0000,22 Jul 2022,-,-,18 Jul 2022,22 Jul 2022,-,Final Dividend, 2.0000
18261,18261,500405,SPLPETRO,Supreme Petrochem Ltd,22 Jul 2022,Final Dividend - Rs. - 14.0000,-,26 Jul 2022,02 Aug 2022,19 Jul 2022,25 Jul 2022,-,Final Dividend, 14.0000
18262,18262,509470,BOMOXY-B1,Bombay Oxygen Investments Ltd,25 Jul 2022,Final Dividend - Rs. - 20.0000,-,27 Jul 2022,02 Aug 2022,20 Jul 2022,26 Jul 2022,-,Final Dividend, 20.0000
18263,18263,532929,BRIGADE,Brigade Enterprises Ltd,25 Jul 2022,Final Dividend - Rs. - 1.5000,26 Jul 2022,-,-,19 Jul 2022,25 Jul 2022,-,Final Dividend, 1.5000
18264,18264,523369,DCMSRIND,DCM Shriram Industries Ltd,25 Jul 2022,Final Dividend - Rs. - 0.5000,26 Jul 2022,-,-,19 Jul 2022,25 Jul 2022,-,Final Dividend, 0.5000
18265,18265,506401,DEEPAKNTR,Deepak Nitrite Ltd,25 Jul 2022,Dividend - Rs. - 7.0000,-,27 Jul 2022,03 Aug 2022,20 Jul 2022,26 Jul 2022,-,Dividend, 7.0000
18266,18266,509488,GRAPHITE,Graphite India Ltd,25 Jul 2022,Dividend - Rs. - 10.0000,26 Jul 2022,-,-,19 Jul 2022,25 Jul 2022,-,Dividend, 10.0000
18267,18267,532741,KAMDHENU,Kamdhenu Ltd,25 Jul 2022,Dividend - Rs. - 1.0000,-,27 Jul 2022,28 Jul 2022,20 Jul 2022,26 Jul 2022,-,Dividend, 1.0000
18268,18268,538666,SHARDACROP,Sharda Cropchem Ltd,25 Jul 2022,Final Dividend - Rs. - 3.0000,26 Jul 2022,-,-,19 Jul 2022,25 Jul 2022,-,Final Dividend, 3.0000
18269,18269,540724,DIAMONDYD,Prataap Snacks Ltd,26 Jul 2022,Final Dividend - Rs. - 0.5000,27 Jul 2022,-,-,20 Jul 2022,26 Jul 2022,-,Final Dividend, 0.5000
