,Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
4248,501848,GLOBOFFS,Global Offshore Services Ltd-$,21 Sep 2012,Final Dividend - Rs. - 0.7000,-,25 Sep 2012,28 Sep 2012,17 Sep 2012,24 Sep 2012,-
4249,530709,GOWRALE,Gowra Leasing & Finance Ltd,21 Sep 2012,Dividend - Rs. - 1.0000,-,25 Sep 2012,29 Sep 2012,17 Sep 2012,24 Sep 2012,-
4250,501700,INDIANVSH,IndiaNivesh Ltd,21 Sep 2012,Final Dividend - Rs. - 0.1000,-,25 Sep 2012,28 Sep 2012,17 Sep 2012,24 Sep 2012,-
4251,507789,JAGSNPHARM,Jagsonpal Pharmaceuticals Ltd,21 Sep 2012,Dividend - Rs. - 0.5000,-,25 Sep 2012,28 Sep 2012,17 Sep 2012,24 Sep 2012,-
4252,532624,JINDALPHOT,Jindal Photo Ltd,21 Sep 2012,Final Dividend - Rs. - 1.0000,-,25 Sep 2012,28 Sep 2012,17 Sep 2012,24 Sep 2012,-
4253,500378,JINDALSAW,Jindal Saw Ltd,21 Sep 2012,Dividend - Rs. - 1.0000,-,25 Sep 2012,27 Sep 2012,17 Sep 2012,24 Sep 2012,-
4254,532741,KAMDHENU,Kamdhenu Ltd,21 Sep 2012,Dividend - Rs. - 0.5000,-,25 Sep 2012,27 Sep 2012,17 Sep 2012,24 Sep 2012,-
4255,533451,KARMAENG,Karma Energy Ltd,21 Sep 2012,Dividend - Rs. - 0.5000,-,25 Sep 2012,26 Sep 2012,17 Sep 2012,24 Sep 2012,-
4256,531541,KOBO,Kobo Biotech Ltd-$,21 Sep 2012,Dividend - Rs. - 1.0000,-,25 Sep 2012,28 Sep 2012,17 Sep 2012,24 Sep 2012,-
4257,505299,KPT,KPT Industries Ltd,21 Sep 2012,Dividend - Rs. - 0.6250,-,25 Sep 2012,29 Sep 2012,17 Sep 2012,24 Sep 2012,-
4258,532740,LOKESHMACH,Lokesh Machines Ltd,21 Sep 2012,Dividend - Rs. - 0.5000,-,25 Sep 2012,29 Sep 2012,17 Sep 2012,24 Sep 2012,-
4259,530039,LORDSCH,Lords Chemicals Ltd,21 Sep 2012,Dividend - Rs. - 0.5000,-,25 Sep 2012,29 Sep 2012,17 Sep 2012,24 Sep 2012,-
4260,531497,MADHUCON,Madhucon Projects Ltd-$,21 Sep 2012,Dividend - Rs. - 0.1000,-,25 Sep 2012,29 Sep 2012,17 Sep 2012,24 Sep 2012,-
4261,531810,METALCO,Metal Coatings India Ltd,21 Sep 2012,Dividend - Rs. - 1.0000,-,25 Sep 2012,28 Sep 2012,17 Sep 2012,24 Sep 2012,-
4262,530897,NGIND,NG Industries Ltd-$,21 Sep 2012,Dividend - Rs. - 3.5000,-,25 Sep 2012,29 Sep 2012,17 Sep 2012,24 Sep 2012,-
4263,526159,NIKHILAD,Nikhil Adhesives Ltd-$,21 Sep 2012,Dividend - Rs. - 0.8000,-,25 Sep 2012,29 Sep 2012,17 Sep 2012,24 Sep 2012,-
4264,532391,OPTOCIRCUI,Opto Circuits (India) Ltd,21 Sep 2012,Dividend - Rs. - 3.0000,-,25 Sep 2012,29 Sep 2012,17 Sep 2012,24 Sep 2012,-
4265,506022,PRAKASH,Prakash Industries Ltd,21 Sep 2012,Dividend - Rs. - 1.0000,-,25 Sep 2012,29 Sep 2012,17 Sep 2012,24 Sep 2012,-
4266,534109,PYXISFIN,Pyxis Finvest Ltd,21 Sep 2012,Final Dividend - Rs. - 0.2500,-,25 Sep 2012,29 Sep 2012,17 Sep 2012,24 Sep 2012,-
4267,531228,RANDER,Rander Corporation Ltd,21 Sep 2012,Dividend - Rs. - 0.6000,-,25 Sep 2012,29 Sep 2012,17 Sep 2012,24 Sep 2012,-
4268,507514,SDBL,Som Distilleries & Breweries Ltd,21 Sep 2012,Dividend - Rs. - 1.0000,-,25 Sep 2012,05 Oct 2012,17 Sep 2012,24 Sep 2012,-
4269,530433,SHIVAAGRO,Shiva Global Agro Industries Ltd,21 Sep 2012,Dividend - Rs. - 1.0000,-,25 Sep 2012,29 Sep 2012,17 Sep 2012,24 Sep 2012,-
4270,523606,SIKA,Sika Interplant Systems Ltd,21 Sep 2012,Dividend - Rs. - 0.6000,-,25 Sep 2012,28 Sep 2012,17 Sep 2012,24 Sep 2012,-
4271,533982,TERASOFT,Tera Software Ltd,21 Sep 2012,Dividend - Rs. - 2.0000,-,25 Sep 2012,28 Sep 2012,17 Sep 2012,24 Sep 2012,-
4272,532478,UBL,United Breweries Ltd-$,21 Sep 2012,Dividend - Rs. - 0.7000,-,25 Sep 2012,26 Sep 2012,17 Sep 2012,24 Sep 2012,-
4273,500464,UCAL,Ucal  Ltd,21 Sep 2012,Dividend - Rs. - 4.0000,-,25 Sep 2012,28 Sep 2012,17 Sep 2012,24 Sep 2012,-
4274,532660,VIVIMEDLAB,Vivimed Labs Ltd,21 Sep 2012,Final Dividend - Rs. - 3.0000,-,25 Sep 2012,27 Sep 2012,17 Sep 2012,24 Sep 2012,-
4275,523011,WEIZMANIND,Weizmann Ltd,21 Sep 2012,Dividend - Rs. - 0.5000,-,25 Sep 2012,26 Sep 2012,17 Sep 2012,24 Sep 2012,-
4276,531147,ALICON,Alicon Castalloy Ltd,24 Sep 2012,Dividend - Rs. - 1.3800,-,26 Sep 2012,28 Sep 2012,18 Sep 2012,25 Sep 2012,-
4277,524687,BASANTGL,Basant Agro Tech India Ltd-$,24 Sep 2012,Dividend - Rs. - 0.0800,-,26 Sep 2012,28 Sep 2012,18 Sep 2012,25 Sep 2012,-
4278,512296,BHAGYANGR,Bhagyanagar India Ltd,24 Sep 2012,Dividend - Rs. - 0.4000,-,26 Sep 2012,29 Sep 2012,18 Sep 2012,25 Sep 2012,-
4279,532342,COMMEXTECH,Commex Technology Ltd,24 Sep 2012,Final Dividend - Rs. - 0.1200,-,26 Sep 2012,28 Sep 2012,18 Sep 2012,25 Sep 2012,-
4280,500135,EPL,EPL Ltd,24 Sep 2012,Dividend - Rs. - 0.6500,-,26 Sep 2012,27 Sep 2012,18 Sep 2012,25 Sep 2012,-
4281,508980,FRONTCAP,Frontier Capital Ltd,24 Sep 2012,Dividend - Rs. - 1.0000,-,26 Sep 2012,27 Sep 2012,18 Sep 2012,25 Sep 2012,-
4282,519552,HERITGFOOD,Heritage Foods Ltd,24 Sep 2012,Dividend - Rs. - 2.0000,-,26 Sep 2012,29 Sep 2012,18 Sep 2012,25 Sep 2012,-
4283,532847,HILTON,Hilton Metal Forging Ltd,24 Sep 2012,Dividend - Rs. - 0.2500,-,26 Sep 2012,29 Sep 2012,18 Sep 2012,25 Sep 2012,-
4284,590066,KCP,KCP Ltd,24 Sep 2012,Interim Dividend - Rs. - 0.2500,25 Sep 2012,-,-,18 Sep 2012,24 Sep 2012,-
4285,524500,KILITCH,Kilitch Drugs India Ltd,24 Sep 2012,Special Dividend - Rs. - 30.0000,25 Sep 2012,-,-,17 Sep 2012,24 Sep 2012,-
4286,530695,PRIMEPRO,Prime Property Development Corporation Ltd-$,24 Sep 2012,Dividend - Rs. - 0.5000,-,26 Sep 2012,29 Sep 2012,18 Sep 2012,25 Sep 2012,-
4287,526823,RAJINFRA,Rajeswari Infrastructure Ltd,24 Sep 2012,Dividend - Rs. - 0.5000,-,26 Sep 2012,28 Sep 2012,18 Sep 2012,25 Sep 2012,-
4288,533298,SURANASOL,Surana Solar Ltd,24 Sep 2012,Dividend - Rs. - 0.5000,-,26 Sep 2012,29 Sep 2012,18 Sep 2012,25 Sep 2012,-
4289,517530,SURANAT&P,Surana Telecom and Power Ltd,24 Sep 2012,Dividend - Rs. - 0.5000,-,26 Sep 2012,29 Sep 2012,18 Sep 2012,25 Sep 2012,-
4290,532384,TYCHE,Tyche Industries Ltd,24 Sep 2012,Dividend - Rs. - 0.5000,-,26 Sep 2012,29 Sep 2012,18 Sep 2012,25 Sep 2012,-
4291,512175,VAMA,Vama Industries Ltd,24 Sep 2012,Dividend - Rs. - 0.1000,-,26 Sep 2012,29 Sep 2012,18 Sep 2012,25 Sep 2012,-
4292,530369,VAMSHIRU,Vamshi Rubber Ltd,24 Sep 2012,Dividend - Rs. - 1.0000,-,26 Sep 2012,29 Sep 2012,20 Sep 2012,25 Sep 2012,-
4293,505232,VELJAN,Veljan Denison Ltd,24 Sep 2012,Dividend - Rs. - 7.5000,-,26 Sep 2012,28 Sep 2012,18 Sep 2012,25 Sep 2012,-
4294,530627,VIPULORG,Vipul Organics Ltd,24 Sep 2012,Dividend - Rs. - 0.8000,-,26 Sep 2012,28 Sep 2012,18 Sep 2012,25 Sep 2012,-
4295,501391,WHBRADY,WH Brady & Company Ltd,24 Sep 2012,Dividend - Rs. - 1.5000,-,26 Sep 2012,29 Sep 2012,18 Sep 2012,25 Sep 2012,-
4296,503641,ZODIACVEN,Zodiac Ventures Ltd,24 Sep 2012,Final Dividend - Rs. - 1.3000,-,26 Sep 2012,28 Sep 2012,18 Sep 2012,25 Sep 2012,-
4297,511359,ADMANUM,Ad-Manum Finance Ltd,25 Sep 2012,Dividend - Rs. - 1.0000,-,27 Sep 2012,29 Sep 2012,20 Sep 2012,26 Sep 2012,-
4298,530499,AKCAPIT,AK Capital Services Ltd,25 Sep 2012,Final Dividend - Rs. - 6.0000,-,27 Sep 2012,29 Sep 2012,20 Sep 2012,26 Sep 2012,-
4299,526707,ALCHEM,Alchemist Ltd,25 Sep 2012,Dividend - Rs. - 2.0000,-,27 Sep 2012,28 Sep 2012,20 Sep 2012,26 Sep 2012,-
4300,526550,CCHHL,Country Club Hospitality & Holidays Ltd,25 Sep 2012,Final Dividend - Rs. - 0.1000,-,27 Sep 2012,29 Sep 2012,20 Sep 2012,26 Sep 2012,-
4301,523329,ELDEHSG,Eldeco Housing & Industries Ltd,25 Sep 2012,Final Dividend - Rs. - 1.0000,-,27 Sep 2012,28 Sep 2012,20 Sep 2012,26 Sep 2012,-
4302,530145,KISAN,Kisan Mouldings Ltd-$,25 Sep 2012,Dividend - Rs. - 0.6000,-,27 Sep 2012,29 Sep 2012,21 Sep 2012,26 Sep 2012,-
4303,531869,SACHEMT,Sacheta Metals Ltd,25 Sep 2012,Dividend - Rs. - 0.2500,-,27 Sep 2012,29 Sep 2012,20 Sep 2012,26 Sep 2012,-
4304,513472,SIMPLEXCAS,Simplex Castings Ltd,25 Sep 2012,Dividend - Rs. - 2.5000,-,27 Sep 2012,27 Sep 2012,20 Sep 2012,26 Sep 2012,-
4305,500405,SPLPETRO,Supreme Petrochem Ltd,25 Sep 2012,Dividend - Rs. - 1.4000,-,27 Sep 2012,04 Oct 2012,20 Sep 2012,26 Sep 2012,-
4306,512493,GARNETINT,Garnet International Ltd,26 Sep 2012,Final Dividend - Rs. - 0.1000,-,28 Sep 2012,29 Sep 2012,21 Sep 2012,27 Sep 2012,-
4307,531500,RAJESHEXPO,Rajesh Exports Ltd,26 Sep 2012,Dividend - Rs. - 0.6000,-,28 Sep 2012,28 Sep 2012,21 Sep 2012,27 Sep 2012,-
4308,530331,PREMCO,Premco Global Ltd-$,27 Sep 2012,Dividend - Rs. - 1.2000,-,29 Sep 2012,29 Sep 2012,25 Sep 2012,27 Sep 2012,-
4309,531688,PRITHVIEXCH,Prithvi Exchange (India) Ltd,27 Sep 2012,Dividend - Rs. - 0.5000,-,29 Sep 2012,29 Sep 2012,24 Sep 2012,27 Sep 2012,-
4310,532738,TICL,Twamev Construction And Infrastructure Ltd,27 Sep 2012,Dividend - Rs. - 1.5000,-,29 Sep 2012,29 Sep 2012,24 Sep 2012,27 Sep 2012,-
4311,500830,COLPAL,Colgate Palmolive (India) Ltd,01 Oct 2012,Interim Dividend - Rs. - 13.0000,03 Oct 2012,-,-,25 Sep 2012,01 Oct 2012,-
4312,531120,PATELENG,Patel Engineering Ltd-$,01 Oct 2012,Final Dividend - Rs. - 0.3000,-,04 Oct 2012,12 Oct 2012,26 Sep 2012,03 Oct 2012,-
4313,500387,SHREECEM,Shree Cement Ltd,08 Oct 2012,Final Dividend - Rs. - 8.0000,-,10 Oct 2012,16 Oct 2012,03 Oct 2012,09 Oct 2012,-
4314,532345,ACLGATI,Allcargo Gati Ltd,11 Oct 2012,Final Dividend - Rs. - 0.5000,-,15 Oct 2012,19 Oct 2012,08 Oct 2012,12 Oct 2012,-
4315,531158,CATVISION,Catvision Ltd,15 Oct 2012,Dividend - Rs. - 1.0000,-,17 Oct 2012,23 Oct 2012,10 Oct 2012,16 Oct 2012,-
4316,509162,INDAG,Indag Rubber Ltd-$,16 Oct 2012,Interim Dividend - Rs. - 2.5000,17 Oct 2012,-,-,10 Oct 2012,16 Oct 2012,-
4317,500209,INFY,Infosys Ltd,18 Oct 2012,Interim Dividend - Rs. - 15.0000,19 Oct 2012,-,-,12 Oct 2012,18 Oct 2012,-
4318,532281,HCLTECH,HCL Technologies Ltd,19 Oct 2012,Final Dividend - Rs. - 4.0000,-,23 Oct 2012,24 Oct 2012,16 Oct 2012,22 Oct 2012,-
4319,532281,HCLTECH,HCL Technologies Ltd,19 Oct 2012,Interim Dividend - Rs. - 2.0000,-,23 Oct 2012,24 Oct 2012,16 Oct 2012,22 Oct 2012,-
4320,532268,ACCELYA,Accelya Solutions India Ltd,23 Oct 2012,Final Dividend - Rs. - 10.0000,-,29 Oct 2012,06 Nov 2012,19 Oct 2012,26 Oct 2012,-
4321,500092,CRISIL,CRISIL Ltd,23 Oct 2012,Interim Dividend - Rs. - 3.0000,26 Oct 2012,-,-,18 Oct 2012,23 Oct 2012,-
4322,500188,HINDZINC,Hindustan Zinc Ltd,23 Oct 2012,Interim Dividend - Rs. - 1.6000,26 Oct 2012,-,-,18 Oct 2012,23 Oct 2012,-
4323,532892,MOTILALOFS,Motilal Oswal Financial Services Ltd,23 Oct 2012,Interim Dividend - Rs. - 1.0000,26 Oct 2012,-,-,18 Oct 2012,23 Oct 2012,-
4324,500150,FOSECOIND,Foseco India Ltd,25 Oct 2012,Interim Dividend - Rs. - 2.0000,29 Oct 2012,-,-,19 Oct 2012,26 Oct 2012,-
4325,500820,ASIANPAINT,Asian Paints Ltd,29 Oct 2012,Interim Dividend - Rs. - 9.5000,30 Oct 2012,-,-,19 Oct 2012,29 Oct 2012,-
4326,532504,NAVINFLUOR,Navin Fluorine International Ltd-$,29 Oct 2012,Interim Dividend - Rs. - 7.5000,30 Oct 2012,-,-,19 Oct 2012,29 Oct 2012,-
4327,500355,RALLIS,Rallis India Ltd,29 Oct 2012,Interim Dividend - Rs. - 1.0000,30 Oct 2012,-,-,19 Oct 2012,29 Oct 2012,-
4328,500096,DABUR,Dabur India Ltd,31 Oct 2012,Interim Dividend - Rs. - 0.6500,01 Nov 2012,-,-,23 Oct 2012,31 Oct 2012,-
4329,532960,DHANI,Dhani Services Ltd,31 Oct 2012,Interim Dividend - Rs. - 1.0000,01 Nov 2012,-,-,23 Oct 2012,31 Oct 2012,-
4330,500086,EXIDEIND,Exide Industries Ltd,31 Oct 2012,Interim Dividend - Rs. - 1.0000,01 Nov 2012,-,-,23 Oct 2012,31 Oct 2012,-
4331,500336,SURYAROSNI,Surya Roshni Ltd,31 Oct 2012,Interim Dividend - Rs. - 2.0000,01 Nov 2012,-,-,23 Oct 2012,31 Oct 2012,-
4332,532540,TCS,Tata Consultancy Services Ltd,31 Oct 2012,Interim Dividend - Rs. - 3.0000,01 Nov 2012,-,-,23 Oct 2012,31 Oct 2012,-
4333,531278,ELIXIR,Elixir Capital Ltd,01 Nov 2012,Interim Dividend - Rs. - 1.5000,-,05 Nov 2012,08 Nov 2012,29 Oct 2012,02 Nov 2012,-
4334,500696,HINDUNILVR,Hindustan Unilever Ltd,01 Nov 2012,Interim Dividend - Rs. - 4.5000,02 Nov 2012,-,-,25 Oct 2012,01 Nov 2012,-
4335,500696,HINDUNILVR,Hindustan Unilever Ltd,01 Nov 2012,Special Dividend - Rs. - 8.0000,02 Nov 2012,-,-,25 Oct 2012,01 Nov 2012,-
4336,524494,IPCALAB,Ipca Laboratories Ltd,01 Nov 2012,Interim Dividend - Rs. - 2.0000,02 Nov 2012,-,-,25 Oct 2012,01 Nov 2012,-
4337,590066,KCP,KCP Ltd,01 Nov 2012,Interim Dividend - Rs. - 0.2500,02 Nov 2012,-,-,25 Oct 2012,01 Nov 2012,-
4338,532924,KOLTEPATIL,Kolte-Patil Developers Ltd,01 Nov 2012,Interim Dividend - Rs. - 2.0000,02 Nov 2012,-,-,25 Oct 2012,01 Nov 2012,-
4339,532259,APARINDS,Apar Industries Ltd,02 Nov 2012,Final Dividend - Rs. - 4.0000,-,06 Nov 2012,09 Nov 2012,30 Oct 2012,05 Nov 2012,-
4340,531862,BHARATAGRI,Bharat Agri Fert & Realty Ltd,02 Nov 2012,Interim Dividend - Rs. - 1.0000,05 Nov 2012,-,-,29 Oct 2012,02 Nov 2012,-
4341,532947,IRB,IRB Infrastructure Developers Ltd,02 Nov 2012,Interim Dividend - Rs. - 1.0000,05 Nov 2012,-,-,29 Oct 2012,02 Nov 2012,-
4342,524348,AARTIDRUGS,Aarti Drugs Ltd,05 Nov 2012,Interim Dividend - Rs. - 3.0000,06 Nov 2012,-,-,30 Oct 2012,05 Nov 2012,-
4343,524208,AARTIIND,Aarti Industries Ltd,05 Nov 2012,Interim Dividend - Rs. - 1.5000,06 Nov 2012,-,-,30 Oct 2012,05 Nov 2012,-
4344,512481,POLYTEX,Polytex India Ltd,05 Nov 2012,Interim Dividend - Rs. - 0.2500,06 Nov 2012,-,-,30 Oct 2012,05 Nov 2012,-
4345,532663,SASKEN,Sasken Technologies Ltd,06 Nov 2012,Interim Dividend - Rs. - 2.5000,07 Nov 2012,-,-,31 Oct 2012,06 Nov 2012,-
4346,500093,CGPOWER,CG Power and Industrial Solutions Ltd,07 Nov 2012,Interim Dividend - Rs. - 0.4000,08 Nov 2012,-,-,01 Nov 2012,07 Nov 2012,-
4347,531642,MARICO,Marico Ltd,07 Nov 2012,Interim Dividend - Rs. - 0.5000,08 Nov 2012,-,-,01 Nov 2012,07 Nov 2012,-
4348,500290,MRF,MRF Ltd,07 Nov 2012,Interim Dividend - Rs. - 3.0000,08 Nov 2012,-,-,01 Nov 2012,07 Nov 2012,-
4349,526881,63MOONS,63 Moons Technologies Ltd,08 Nov 2012,Interim Dividend - Rs. - 2.0000,09 Nov 2012,-,-,02 Nov 2012,07 Nov 2012,-
4350,526433,ASMTEC,ASM Technologies Ltd,08 Nov 2012,Interim Dividend - Rs. - 1.2000,10 Nov 2012,-,-,05 Nov 2012,07 Nov 2012,-
4351,533121,EXPLEOSOL,Expleo Solutions Ltd,08 Nov 2012,Interim Dividend - Rs. - 3.0000,09 Nov 2012,-,-,02 Nov 2012,07 Nov 2012,-
4352,532424,GODREJCP,Godrej Consumer Products Ltd,08 Nov 2012,Interim Dividend - Rs. - 1.0000,09 Nov 2012,-,-,02 Nov 2012,07 Nov 2012,-
4353,500249,KSB,KSB Ltd,08 Nov 2012,Interim Dividend - Rs. - 1.0000,09 Nov 2012,-,-,02 Nov 2012,07 Nov 2012,-
4354,533655,TRITURBINE,Triveni Turbine Ltd,08 Nov 2012,Interim Dividend - Rs. - 0.2500,09 Nov 2012,-,-,02 Nov 2012,07 Nov 2012,-
4355,509055,VISAKAIND,Visaka Industries Ltd,08 Nov 2012,Interim Dividend - Rs. - 1.0000,09 Nov 2012,-,-,02 Nov 2012,07 Nov 2012,-
4356,505255,GMMPFAUDLR,GMM Pfaudler Ltd,09 Nov 2012,Interim Dividend - Rs. - 0.7000,12 Nov 2012,-,-,05 Nov 2012,08 Nov 2012,-
4357,500260,RAMCOCEM,The Ramco Cements Ltd,09 Nov 2012,Interim Dividend - Rs. - 1.0000,12 Nov 2012,-,-,05 Nov 2012,08 Nov 2012,-
4358,501455,GREAVESCOT,Greaves Cotton Ltd,15 Nov 2012,Interim Dividend - Rs. - 0.4000,17 Nov 2012,-,-,08 Nov 2012,15 Nov 2012,-
4359,500210,INGERRAND,Ingersoll-Rand (India) Ltd,15 Nov 2012,Interim Dividend - Rs. - 3.0000,17 Nov 2012,-,-,08 Nov 2012,15 Nov 2012,-
4360,522249,MAYURUNIQ,Mayur Uniquoters Ltd-$,15 Nov 2012,Interim Dividend - Rs. - 2.2500,16 Nov 2012,-,-,08 Nov 2012,15 Nov 2012,-
4361,534091,MCX,Multi Commodity Exchange of India Ltd,15 Nov 2012,Interim Dividend - Rs. - 12.0000,16 Nov 2012,-,-,08 Nov 2012,15 Nov 2012,-
4362,534312,MTEDUCARE,MT Educare Ltd,15 Nov 2012,Interim Dividend - Rs. - 1.0000,16 Nov 2012,-,-,08 Nov 2012,15 Nov 2012,-
4363,532827,PAGEIND,Page Industries Ltd,15 Nov 2012,Interim Dividend - Rs. - 12.0000,16 Nov 2012,-,-,08 Nov 2012,15 Nov 2012,-
4364,500366,ROLTA,Rolta India Ltd,15 Nov 2012,Dividend - Rs. - 3.0000,-,17 Nov 2012,24 Nov 2012,08 Nov 2012,15 Nov 2012,-
4365,511218,SHRIRAMFIN,Shriram Finance Ltd,15 Nov 2012,Interim Dividend - Rs. - 3.0000,16 Nov 2012,-,-,08 Nov 2012,15 Nov 2012,-
4366,532725,SOLARINDS,Solar Industries India Ltd,15 Nov 2012,Interim Dividend - Rs. - 5.0000,17 Nov 2012,-,-,08 Nov 2012,15 Nov 2012,-
4367,503806,SRF,SRF Ltd,15 Nov 2012,Interim Dividend - Rs. - 5.0000,16 Nov 2012,-,-,08 Nov 2012,15 Nov 2012,-
4368,523537,APMIN,APM Industries Ltd-$,16 Nov 2012,Interim Dividend - Rs. - 0.6000,19 Nov 2012,-,-,08 Nov 2012,16 Nov 2012,-
4369,531531,HATSUN,Hatsun Agro Product Ltd,19 Nov 2012,Interim Dividend - Rs. - 0.8000,20 Nov 2012,-,-,09 Nov 2012,19 Nov 2012,-
4370,532221,SONATSOFTW,Sonata Software Ltd,19 Nov 2012,Interim Dividend - Rs. - 0.5000,20 Nov 2012,-,-,09 Nov 2012,19 Nov 2012,-
4371,517385,SYMPHONY,Symphony Ltd,19 Nov 2012,Dividend - Rs. - 3.0000,-,21 Nov 2012,30 Nov 2012,13 Nov 2012,20 Nov 2012,-
4372,517385,SYMPHONY,Symphony Ltd,19 Nov 2012,Special Dividend - Rs. - 2.5000,-,21 Nov 2012,30 Nov 2012,13 Nov 2012,20 Nov 2012,-
4373,532175,CYIENT,Cyient Ltd,20 Nov 2012,Interim Dividend - Rs. - 2.0000,21 Nov 2012,-,-,12 Nov 2012,20 Nov 2012,-
4374,500459,PGHH,Procter & Gamble Hygiene and Health Care Ltd,20 Nov 2012,Dividend - Rs. - 22.5000,-,22 Nov 2012,06 Dec 2012,15 Nov 2012,21 Nov 2012,-
4375,524480,RIDDHI,Riddhi Siddhi Gluco Biols Ltd-$,21 Nov 2012,Dividend - Rs. - 25.0000,-,23 Nov 2012,30 Nov 2012,19 Nov 2012,22 Nov 2012,-
4376,532733,SUNTV,Sun TV Network Ltd,21 Nov 2012,Interim Dividend - Rs. - 2.5000,22 Nov 2012,-,-,15 Nov 2012,21 Nov 2012,-
4377,532804,TIIL,Technocraft Industries (India) Ltd,21 Nov 2012,Interim Dividend - Rs. - 1.0000,22 Nov 2012,-,-,15 Nov 2012,21 Nov 2012,-
4378,532830,ASTRAL,Astral Ltd,22 Nov 2012,Interim Dividend - Rs. - 0.5000,23 Nov 2012,-,-,16 Nov 2012,22 Nov 2012,-
4379,500335,BIRLACORPN,Birla Corporation Ltd,22 Nov 2012,Interim Dividend - Rs. - 2.5000,23 Nov 2012,-,-,16 Nov 2012,22 Nov 2012,-
4380,502820,DCM,DCM Ltd,22 Nov 2012,Interim Dividend - Rs. - 1.5000,24 Nov 2012,-,-,19 Nov 2012,22 Nov 2012,-
4381,505714,GABRIEL,Gabriel India Ltd-$,22 Nov 2012,Interim Dividend - Rs. - 0.3000,23 Nov 2012,-,-,16 Nov 2012,22 Nov 2012,-
4382,532732,KKCL,Kewal Kiran Clothing Ltd,22 Nov 2012,Interim Dividend - Rs. - 7.0000,23 Nov 2012,-,-,16 Nov 2012,22 Nov 2012,-
4383,500271,MFSL,Max Financial Services Ltd,22 Nov 2012,Interim Dividend - Rs. - 10.0000,23 Nov 2012,-,-,16 Nov 2012,22 Nov 2012,-
4384,532440,MPSLTD,MPS Ltd,22 Nov 2012,Interim Dividend - Rs. - 5.0000,24 Nov 2012,-,-,19 Nov 2012,22 Nov 2012,-
4385,526371,NMDC,NMDC Ltd,22 Nov 2012,Interim Dividend - Rs. - 2.0000,23 Nov 2012,-,-,16 Nov 2012,22 Nov 2012,-
4386,506579,OCCL,Oriental Carbon & Chemicals Ltd-$,22 Nov 2012,Interim Dividend - Rs. - 2.0000,23 Nov 2012,-,-,16 Nov 2012,22 Nov 2012,-
4387,526325,ORIENTLTD,Orient Press Ltd,22 Nov 2012,Interim Dividend - Rs. - 2.0000,23 Nov 2012,-,-,16 Nov 2012,22 Nov 2012,-
4388,534109,PYXISFIN,Pyxis Finvest Ltd,22 Nov 2012,Interim Dividend - Rs. - 0.2500,23 Nov 2012,-,-,16 Nov 2012,22 Nov 2012,-
4389,500403,SUNDRMFAST,Sundram Fasteners Ltd,22 Nov 2012,Interim Dividend - Rs. - 0.6000,23 Nov 2012,-,-,16 Nov 2012,22 Nov 2012,-
4390,514162,WELSPUNLIV,Welspun Living Ltd,22 Nov 2012,Interim Dividend - Rs. - 2.0000,23 Nov 2012,-,-,16 Nov 2012,22 Nov 2012,-
4391,532890,TAKE,Take Solutions Ltd,23 Nov 2012,Interim Dividend - Rs. - 0.3000,26 Nov 2012,-,-,19 Nov 2012,23 Nov 2012,-
4392,531717,VIDHIING,Vidhi Specialty Food Ingredients Ltd-$,23 Nov 2012,Interim Dividend - Rs. - 0.2000,26 Nov 2012,-,-,19 Nov 2012,23 Nov 2012,-
4393,507815,GILLETTE,Gillette India Ltd,29 Nov 2012,Dividend - Rs. - 15.0000,-,01 Dec 2012,11 Dec 2012,23 Nov 2012,29 Nov 2012,-
4394,522122,VOITHPAPR,Voith Paper Fabrics India Ltd-$,29 Nov 2012,Dividend - Rs. - 3.0000,-,01 Dec 2012,12 Dec 2012,27 Nov 2012,29 Nov 2012,-
4395,517214,DIGISPICE,Digispice Technologies Ltd-$,30 Nov 2012,Dividend - Rs. - 1.5000,-,04 Dec 2012,10 Dec 2012,26 Nov 2012,03 Dec 2012,-
4396,500102,BALLARPUR,Ballarpur Industries Ltd,03 Dec 2012,Dividend - Rs. - 0.5000,-,05 Dec 2012,18 Dec 2012,27 Nov 2012,04 Dec 2012,-
4397,517571,INDLMETER,IMP Powers Ltd,03 Dec 2012,Dividend - Rs. - 1.0000,-,05 Dec 2012,12 Dec 2012,27 Nov 2012,04 Dec 2012,-
4398,517571,INDLMETER,IMP Powers Ltd,03 Dec 2012,Special Dividend - Rs. - 0.5000,-,05 Dec 2012,12 Dec 2012,27 Nov 2012,04 Dec 2012,-
4399,511726,VIPULLTD,Vipul Ltd,05 Dec 2012,Dividend - Rs. - 0.1500,-,07 Dec 2012,13 Dec 2012,30 Nov 2012,06 Dec 2012,-
4400,517467,MARSONS,Marsons Ltd,06 Dec 2012,Dividend - Rs. - 0.1000,-,10 Dec 2012,17 Dec 2012,03 Dec 2012,07 Dec 2012,-
4401,500333,PIXTRANS,Pix Transmissions Ltd,06 Dec 2012,Special Dividend - Rs. - 3.0000,07 Dec 2012,-,-,30 Nov 2012,06 Dec 2012,-
4402,522165,INDSILHYD,Indsil Hydro Power and Manganese Ltd-$,10 Dec 2012,Dividend - Rs. - 1.0000,-,12 Dec 2012,17 Dec 2012,05 Dec 2012,11 Dec 2012,-
